City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Kungsbacka,SE,57.4872,12.0761,46.0,48,0,10.36,clear sky
351,Bahile,PH,9.9995,118.7878,80.6,89,40,4.61,scattered clouds
352,Daru,PG,-9.0763,143.2092,75.45,94,95,7.34,overcast clouds
353,Aksarayskiy,RU,46.7924,48.0119,44.6,53,93,4.47,overcast clouds
354,Batemans Bay,AU,-35.7167,150.1833,55.99,88,0,4.0,clear sky
355,Farmington,US,36.7281,-108.2187,68.0,15,1,10.36,clear sky
356,Isangel,VU,-19.55,169.2667,78.62,88,90,6.85,overcast clouds
357,Carupano,VE,10.6678,-63.2585,81.03,74,99,14.7,overcast clouds
358,Bubaque,GW,11.2833,-15.8333,75.94,77,1,14.99,clear sky
359,Harper,LR,4.375,-7.7169,80.02,85,43,7.76,light rain
360,Eatonton,US,33.3268,-83.3885,55.4,33,1,8.05,clear sky
361,Warrington,GB,53.3925,-2.5802,51.8,66,40,9.22,scattered clouds
362,Agadez,NE,19.75,10.25,74.19,11,13,9.55,few clouds
363,Mamallapuram,IN,12.6264,80.1722,84.2,79,20,6.91,mist
364,Buin,CL,-33.7333,-70.75,75.2,41,40,5.75,haze
365,Taft,IR,31.7471,54.2088,75.2,31,20,8.59,few clouds
366,Noumea,NC,-22.2763,166.4572,78.01,100,75,4.61,heavy intensity rain
367,Nadym,RU,65.5333,72.5167,29.46,97,100,9.13,overcast clouds
368,Muroto,JP,33.2833,134.15,64.15,74,79,19.66,broken clouds
369,Kudahuvadhoo,MV,2.6708,72.8944,83.12,76,11,15.48,few clouds
370,Bonavista,CA,48.6499,-53.1147,59.0,44,98,6.91,overcast clouds
371,Axim,GH,4.8699,-2.2405,80.42,84,29,7.52,scattered clouds
372,Makubetsu,JP,45.3714,141.8211,40.93,75,100,16.53,overcast clouds
373,Vung Tau,VN,10.346,107.0843,80.67,79,100,7.58,overcast clouds
374,Kamina,CD,-8.7386,24.9906,65.71,91,5,2.06,clear sky
375,Atar,MR,20.5169,-13.0499,105.8,15,100,2.3,overcast clouds
376,Arlit,NE,18.7369,7.3853,79.61,8,6,8.34,clear sky
377,Pacific Grove,US,36.6177,-121.9166,55.4,71,75,10.36,broken clouds
378,Chapais,CA,49.7834,-74.8492,23.0,39,1,19.57,clear sky
379,Kardla,EE,58.9978,22.7492,36.0,88,12,10.0,few clouds
380,Balkhash,KZ,46.844,74.9804,36.25,63,6,8.19,clear sky
381,Sakaiminato,JP,35.55,133.2333,59.0,72,20,2.3,few clouds
382,Hualmay,PE,-11.0964,-77.6139,73.83,74,27,8.88,scattered clouds
383,Siavonga,ZM,-16.5382,28.7088,74.52,63,14,6.17,few clouds
384,Blackwater,AU,-23.5833,148.8833,65.77,77,7,15.19,clear sky
385,Lavrentiya,RU,65.5833,-171.0,8.06,94,100,14.99,light snow
386,Santa Rosa,PH,14.3122,121.1114,80.6,69,20,8.05,few clouds
387,Shieli,KZ,44.1667,66.75,44.56,46,33,6.13,scattered clouds
388,Kloulklubed,PW,7.0419,134.2556,77.0,94,75,8.79,broken clouds
389,Seoni Malwa,IN,22.45,77.4667,82.09,11,0,4.52,clear sky
390,Katherine,AU,-14.4667,132.2667,73.4,83,96,4.61,overcast clouds
391,Abu Samrah,SY,35.3029,37.1841,47.01,82,3,17.11,clear sky
392,Kidal,ML,18.4411,1.4078,84.09,6,0,10.71,clear sky
393,Ipixuna,BR,-1.7625,-48.8043,78.8,94,40,6.91,light rain
394,Port Macquarie,AU,-31.4333,152.9167,62.01,99,97,4.59,overcast clouds
395,Prado,BR,-17.3411,-39.2208,81.61,71,47,7.7,scattered clouds
396,Springbok,ZA,-29.6643,17.8865,64.53,32,44,3.51,scattered clouds
397,Creel,MX,27.75,-107.6333,72.66,17,82,16.44,broken clouds
398,Kupang,ID,-10.1667,123.5833,76.37,96,100,15.43,moderate rain
399,Batticaloa,LK,7.7102,81.6924,80.44,82,39,2.51,scattered clouds
400,Luena,AO,-11.7833,19.9167,63.91,96,81,3.94,light rain
401,Luderitz,NA,-26.6481,15.1594,70.34,51,0,16.98,clear sky
402,Mangalia,RO,43.8,28.5833,52.0,93,20,12.66,few clouds
403,Tambo,PE,-14.8,-73.9167,47.91,60,88,12.26,overcast clouds
404,Kurilsk,RU,45.2333,147.8833,34.95,71,100,11.21,overcast clouds
405,Dikson,RU,73.5069,80.5464,-14.3,83,100,5.14,overcast clouds
406,Bodden Town,KY,19.2833,-81.25,84.2,70,75,12.66,broken clouds
407,Starachowice,PL,51.0374,21.0713,44.01,54,63,3.33,broken clouds
408,San Francisco,US,37.7749,-122.4194,61.0,67,20,18.41,few clouds
409,Inhambane,MZ,-23.865,35.3833,71.6,78,20,7.02,few clouds
410,Ritchie,ZA,-29.038,24.6028,69.8,46,0,8.05,clear sky
411,Nyurba,RU,63.2842,118.3319,-23.04,99,62,3.94,broken clouds
412,Natal,BR,-5.795,-35.2094,87.8,66,40,14.97,scattered clouds
413,Dingzhou,CN,38.5131,114.9956,51.8,100,90,4.47,mist
414,Nan,TH,18.8333,100.6667,78.85,59,43,1.03,scattered clouds
415,Eirunepe,BR,-6.6603,-69.8736,83.75,81,87,2.62,overcast clouds
416,Zambezi,ZM,-13.5432,23.1047,68.85,85,100,5.19,overcast clouds
417,Kushima,JP,31.4583,131.2333,64.81,93,100,11.61,overcast clouds
418,Brejo Santo,BR,-7.4933,-38.9872,94.19,26,27,6.33,scattered clouds
419,Shulan,CN,44.4167,126.95,42.53,34,100,13.24,overcast clouds
420,Moose Factory,CA,51.2585,-80.6094,28.4,43,1,9.22,clear sky
421,Constitucion,CL,-35.3333,-72.4167,65.84,64,23,13.76,few clouds
422,Kibala,TD,9.1104,18.3463,93.2,20,0,5.55,clear sky
423,Soverato,IT,38.685,16.5499,59.0,94,0,3.44,clear sky
424,Xuanhua,CN,40.6103,115.0447,46.6,41,100,9.28,overcast clouds
425,Matara,LK,5.9485,80.5353,79.66,88,90,9.69,overcast clouds
426,Batocina,RS,44.1536,21.0817,59.0,77,75,3.44,broken clouds
427,Upernavik,GL,72.7868,-56.1549,-9.98,88,100,13.62,overcast clouds
428,Keita,NE,14.7551,5.7749,91.4,5,0,9.22,clear sky
429,Kagoro,NG,9.6,8.3833,79.38,13,12,5.41,few clouds
430,Cayenne,GF,4.9333,-52.3333,79.0,89,75,8.52,light rain
431,Kennewick,US,46.2113,-119.1372,63.0,36,1,10.87,clear sky
432,Tatawin,TN,32.9297,10.4518,80.6,12,0,5.75,clear sky
433,Nome,US,64.5011,-165.4064,8.6,78,90,27.63,heavy snow
434,Khuzdar,PK,27.7384,66.6434,70.21,19,0,4.45,clear sky
435,Teluk Intan,MY,4.0259,101.0213,82.4,83,20,3.44,moderate rain
436,Mocuba,MZ,-16.8392,36.9856,69.53,89,4,2.66,clear sky
437,Beringovskiy,RU,63.05,179.3167,8.46,89,97,11.97,overcast clouds
438,Muslyumovo,RU,55.3033,53.1947,34.65,78,100,12.77,overcast clouds
439,Kontagora,NG,10.3999,5.4695,88.03,9,31,1.25,scattered clouds
440,Baoro,CF,5.6667,15.9667,76.42,25,11,3.49,few clouds
441,Mananara,MG,-16.1667,49.7667,76.15,82,99,8.48,light rain
442,Jacqueville,CI,5.2052,-4.4146,86.0,84,40,8.05,scattered clouds
443,Luwuk,ID,-0.9516,122.7875,79.41,74,100,3.09,overcast clouds
444,Hohhot,CN,40.8106,111.6522,35.6,60,0,8.95,clear sky
445,Arraial Do Cabo,BR,-22.9661,-42.0278,82.4,69,20,20.71,few clouds
446,Pangkalanbuun,ID,-2.6833,111.6167,73.92,94,72,2.55,broken clouds
447,Nouadhibou,MR,20.931,-17.0347,75.2,57,0,14.97,clear sky
448,Ascension,US,30.2169,-90.9001,62.6,27,1,8.05,clear sky
449,Varhaug,NO,58.6147,5.6457,41.0,77,10,1.01,clear sky
450,Biak,ID,-0.9131,122.8766,78.03,74,100,2.46,overcast clouds
451,Morgan City,US,29.6994,-91.2068,59.0,41,1,5.75,clear sky
452,Itarema,BR,-2.9248,-39.9167,84.24,69,5,13.6,clear sky
453,Hargeysa,SO,9.56,44.065,69.28,51,4,10.58,clear sky
454,Yang Talat,TH,16.3998,103.3679,82.99,84,51,4.54,broken clouds
455,Mochalishche,RU,56.3306,48.3547,39.2,75,40,13.42,scattered clouds
456,Ellensburg,US,46.9965,-120.5479,57.0,40,1,3.44,clear sky
457,Bell Ville,AR,-32.6259,-62.6887,75.99,56,20,1.99,few clouds
458,Ratnagiri,IN,16.9833,73.3,77.7,69,8,0.65,clear sky
459,Asyut,EG,27.181,31.1837,60.8,41,0,10.36,clear sky
460,Bonneville,FR,46.0802,6.4073,62.6,51,0,5.75,clear sky
461,Phonhong,LA,18.5007,102.4166,81.46,62,96,2.53,overcast clouds
462,Sept-Iles,CA,50.2001,-66.3821,32.0,64,75,11.5,broken clouds
463,Villa Bruzual,VE,9.3328,-69.1208,97.56,27,27,4.14,scattered clouds
464,Suwalki,PL,54.1118,22.9309,37.92,77,100,6.17,overcast clouds
465,Abalak,RU,58.1286,68.5944,35.44,96,100,9.17,overcast clouds
466,Manhumirim,BR,-20.3578,-41.9581,74.97,84,33,1.74,scattered clouds
467,Huarmey,PE,-10.0681,-78.1522,74.68,73,71,9.78,broken clouds
468,Aksarka,RU,66.5606,67.7975,29.64,98,100,5.03,light snow
469,Port-Cartier,CA,50.0334,-66.8654,32.0,64,75,11.5,broken clouds
470,Uvat,RU,59.1433,68.8953,34.09,90,100,9.93,overcast clouds
471,Qaqortoq,GL,60.7167,-46.0333,41.0,65,75,4.61,broken clouds
472,Cockburn Town,TC,21.4612,-71.1419,78.26,74,0,14.9,clear sky
473,Shahrud,IR,36.4182,54.9763,63.09,34,62,6.49,broken clouds
474,Jawhar,SO,2.7809,45.5005,80.73,78,6,11.54,clear sky
475,Lopatino,RU,52.6195,45.8118,34.21,84,63,7.52,broken clouds
476,Paamiut,GL,61.994,-49.6678,26.92,96,100,9.95,snow
477,San Juan,AR,-31.5375,-68.5364,84.22,29,98,9.22,overcast clouds
478,Sweetwater,US,25.7634,-80.3731,79.0,41,75,16.11,broken clouds
479,Peleduy,RU,59.6289,112.7406,8.2,97,100,2.26,overcast clouds
480,Svetlogorsk,BY,52.6333,29.7333,38.71,65,97,6.35,overcast clouds
481,Novo Aripuana,BR,-5.1206,-60.3797,87.71,57,64,3.47,broken clouds
482,Kamenka,RU,51.3223,42.7678,39.99,77,23,9.66,few clouds
483,Tabou,CI,4.423,-7.3528,80.33,84,45,6.73,light rain
484,Okhotsk,RU,59.3833,143.3,9.03,93,100,4.92,overcast clouds
485,Taltal,CL,-25.4,-70.4833,69.93,68,22,8.46,few clouds
486,Aykhal,RU,66.0,111.5,-24.74,100,100,4.21,overcast clouds
487,Beyneu,KZ,45.3167,55.2,55.62,27,0,24.49,clear sky
488,Vostok,RU,46.4856,135.8833,35.46,83,100,6.87,light rain
489,Portland,US,45.5234,-122.6762,55.99,66,75,3.44,broken clouds
490,Tallahassee,US,30.4383,-84.2807,63.0,28,1,11.5,smoke
491,Puri,IN,19.8,85.85,82.4,89,40,5.75,mist
492,Latung,PH,5.5,120.8833,82.29,79,100,7.76,overcast clouds
493,Kieta,PG,-6.2167,155.6333,79.32,83,99,1.41,overcast clouds
494,Verkh-Tula,RU,54.8839,82.7762,34.0,69,90,15.66,light snow
495,Bud,US,39.447,-86.1758,45.0,36,1,3.44,clear sky
496,Estelle,US,29.8458,-90.1067,60.01,35,1,11.5,clear sky
497,Tadine,NC,-21.55,167.8833,76.24,92,100,17.65,moderate rain
498,Durban,ZA,-29.8579,31.0292,73.4,68,75,18.41,light rain
499,Disna,BY,55.568,28.1971,37.51,88,100,7.11,overcast clouds
500,Port-Gentil,GA,-0.7193,8.7815,80.6,83,20,4.61,few clouds
501,Severnyy,RU,50.677,36.5532,48.2,76,75,8.95,moderate rain
502,Sicuani,PE,-14.2694,-71.2261,58.57,53,100,4.88,overcast clouds
503,Ewa Beach,US,21.3156,-158.0072,75.2,68,1,4.61,clear sky
504,Assiniboia,CA,49.6334,-105.9845,51.8,24,0,9.22,clear sky
505,Chernyshevskiy,RU,63.0128,112.4714,-29.27,100,74,2.1,broken clouds
506,Khanpur,PK,28.6453,70.6567,81.21,8,0,8.7,clear sky
507,Monte Aprazivel,BR,-20.7725,-49.7142,86.0,28,20,9.22,few clouds
508,Mamaku,NZ,-38.1,176.0833,60.01,78,23,7.0,few clouds
509,Boden,SE,65.8252,21.6886,35.6,60,0,10.36,clear sky
510,Coruripe,BR,-10.1256,-36.1756,83.35,59,4,12.93,clear sky
511,Nevel,RU,56.0209,29.9284,34.74,86,99,4.16,overcast clouds
512,Volosovo,RU,59.4333,29.4833,30.2,86,0,4.47,clear sky
513,Sharjah,AE,25.3573,55.4033,82.4,53,0,3.44,clear sky
514,Caravelas,BR,-17.7125,-39.2481,80.85,72,66,7.34,broken clouds
515,Koumac,NC,-20.5667,164.2833,76.21,91,100,6.76,overcast clouds
516,Kutum,SD,14.2,24.6667,73.4,13,0,12.8,clear sky
517,Guerande,FR,47.3291,-2.4283,57.2,54,0,12.66,clear sky
518,Hambantota,LK,6.1241,81.1185,78.8,100,0,3.44,clear sky
519,Mecca,SA,21.4267,39.8261,73.67,44,0,9.82,clear sky
520,Chumikan,RU,54.7183,135.315,28.54,97,100,22.12,snow
521,Mao,ES,39.8885,4.2658,59.0,94,75,6.91,broken clouds
522,South Venice,US,27.0531,-82.4243,73.0,30,1,12.66,haze
523,Warri,NG,5.5167,5.75,81.81,75,15,7.54,few clouds
524,Kousseri,CM,12.0769,15.0306,87.8,8,5,9.22,clear sky
525,Srednekolymsk,RU,67.45,153.6833,-28.52,100,90,1.72,overcast clouds
526,Ixtapa,MX,20.7,-105.2,78.8,83,75,12.66,broken clouds
527,Kuching,MY,1.55,110.3333,75.2,94,20,2.3,few clouds
528,Porto Novo,BJ,6.4965,2.6036,86.0,70,40,10.36,scattered clouds
529,Hede,CN,33.7681,120.2517,51.04,96,100,8.05,overcast clouds
530,Salmas,IR,38.1973,44.7653,48.2,43,20,6.91,few clouds
531,Gari,RU,59.4307,62.3497,27.97,97,100,4.52,overcast clouds
532,Moerai,PF,-22.4333,-151.3333,80.01,71,76,20.71,light rain
533,Vangaindrano,MG,-23.35,47.6,72.7,72,69,4.54,broken clouds
534,Merauke,ID,-8.4667,140.3333,76.62,91,100,4.81,moderate rain
535,Adre,TD,13.4667,22.2,81.19,12,2,12.77,clear sky
536,San Patricio,US,28.017,-97.5169,73.4,43,40,14.97,scattered clouds
537,Ucluelet,CA,48.9329,-125.5528,46.99,76,90,6.91,overcast clouds
538,Ishigaki,JP,24.3448,124.1572,76.77,86,0,4.92,clear sky
539,Suhbaatar,MN,50.2314,106.2078,30.15,49,0,3.56,clear sky
540,Salalah,OM,17.0151,54.0924,82.4,78,0,2.3,clear sky
541,Cabo San Lucas,MX,22.8909,-109.9124,89.6,23,40,6.91,scattered clouds
542,Nueva Concepcion,GT,14.2,-91.3,93.2,43,40,9.22,scattered clouds
543,Grand Forks,US,47.9417,-97.4337,60.01,31,75,21.85,haze
544,Sterling,US,39.0062,-77.4286,45.0,28,40,21.85,scattered clouds
545,Luocheng,CN,29.3848,104.0286,56.03,76,100,0.56,overcast clouds
546,Faya,SA,18.3851,42.4509,66.2,68,0,3.58,clear sky
547,Ahuimanu,US,21.4447,-157.8378,75.2,78,20,11.5,few clouds
548,Berlevag,NO,70.8578,29.0864,30.22,80,96,1.41,overcast clouds
549,Konevo,RU,62.1215,39.3192,28.26,97,100,1.9,overcast clouds
550,Salym,RU,60.0625,71.4789,33.42,92,100,8.63,overcast clouds
551,Pimentel,PE,-6.8367,-79.9342,82.4,51,0,16.11,clear sky
552,Felipe Carrillo Puerto,MX,19.5833,-88.05,79.59,53,100,7.11,overcast clouds
553,Stykkisholmur,IS,65.0757,-22.7297,39.9,85,37,14.63,scattered clouds
554,Yaan,NG,7.3833,8.5667,91.04,11,32,3.38,scattered clouds
555,Havoysund,NO,70.9963,24.6622,35.6,80,90,6.91,overcast clouds
556,Winnemucca,US,40.973,-117.7357,66.2,12,1,3.44,clear sky
557,Almeirim,BR,-1.5233,-52.5817,75.81,94,100,2.28,overcast clouds
558,Tarauaca,BR,-8.1614,-70.7656,88.63,59,41,3.67,moderate rain
559,Kununurra,AU,-15.7667,128.7333,73.4,94,100,3.44,overcast clouds
560,Longyearbyen,SJ,78.2186,15.6401,21.2,79,75,6.91,broken clouds
561,Erdenet,MN,49.0333,104.0833,26.08,46,0,3.74,clear sky
562,Bria,CF,6.5423,21.9863,74.37,79,85,2.53,light rain
563,Ambilobe,MG,-13.2,49.05,73.72,88,30,3.71,scattered clouds
564,Itoman,JP,26.1247,127.6694,69.8,100,20,1.14,few clouds
565,Sal Rei,CV,16.1833,-22.9167,73.4,73,20,20.71,few clouds
566,Taksimo,RU,56.3444,114.8794,8.78,89,82,3.44,broken clouds
567,Mollendo,PE,-17.0231,-72.0147,72.34,72,11,10.29,few clouds
568,Tateyama,JP,34.9833,139.8667,59.0,76,16,3.0,few clouds
569,Swan Hill,AU,-35.3378,143.5544,67.41,43,0,5.03,clear sky
570,Yanam,IN,16.7333,82.2167,77.32,95,98,4.18,overcast clouds
571,Birobidzhan,RU,48.8,132.95,40.51,69,100,16.24,overcast clouds
572,Hearst,CA,49.6835,-83.6665,39.2,26,98,8.05,overcast clouds
573,Kirakira,SB,-10.4544,161.9205,79.63,77,100,3.18,overcast clouds
574,Marzuq,YE,14.4,46.4667,70.59,34,7,5.91,clear sky
575,Melk,AT,48.2274,15.3319,51.01,62,41,4.0,scattered clouds
576,Fort Saint James,CA,54.4333,-124.25,38.39,54,100,4.5,overcast clouds
577,Sorkjosen,NO,69.8,20.9333,35.85,97,100,13.0,light rain
578,Pflugerville,US,30.4394,-97.62,70.0,26,1,11.5,clear sky
579,Osakarovka,KZ,50.565,72.5692,13.1,86,27,6.62,scattered clouds
580,Terra Santa,BR,-2.1042,-56.4869,82.62,84,99,4.38,light rain
581,Dehui,CN,44.5333,125.7,46.4,39,75,6.71,broken clouds
582,Nueve De Julio,AR,-35.4444,-60.8831,79.0,43,27,3.0,scattered clouds
583,Kilindoni,TZ,-7.9139,39.6668,81.19,79,100,15.41,light rain
584,Turayf,SA,31.6725,38.6637,51.8,62,0,13.8,clear sky
585,Leninskoye,KZ,41.7589,69.3864,41.0,60,0,6.91,smoke
586,Flin Flon,CA,54.7682,-101.865,46.4,34,1,16.11,clear sky
587,Huanren,CN,41.2647,125.3667,47.25,89,100,0.78,light rain
588,Zhuanghe,CN,39.7008,122.9911,48.99,90,100,3.0,overcast clouds
589,Pereira Barreto,BR,-20.6383,-51.1092,91.65,25,8,3.69,clear sky
590,Almaznyy,RU,48.0448,40.045,48.2,66,0,11.18,clear sky
591,San Juan Bautista,PE,-14.0108,-75.7358,75.99,64,0,8.05,clear sky
592,Guerrero Negro,MX,27.9769,-114.0611,67.42,54,0,16.75,clear sky
593,Clonakilty,IE,51.6231,-8.8706,48.0,81,0,4.61,clear sky
594,Fomboni,KM,-12.28,43.7425,84.24,70,15,5.55,few clouds
595,Saint-Joseph,RE,-21.3667,55.6167,77.0,88,75,19.57,light rain
596,Nantucket,US,41.2835,-70.0995,37.4,56,1,10.36,clear sky
597,Acheng,CN,45.5454,126.977,41.0,52,0,8.95,clear sky
598,Lulea,SE,65.5842,22.1547,35.6,60,0,10.36,clear sky
599,Meadow Lake,US,34.8014,-106.5436,73.0,20,20,6.91,few clouds
600,Urucui,BR,-7.2294,-44.5561,82.96,72,88,2.1,overcast clouds
601,Marystown,CA,47.1666,-55.1483,40.93,74,85,11.5,overcast clouds
602,Cap Malheureux,MU,-19.9842,57.6142,78.01,85,6,1.01,clear sky
603,Artemisa,CU,22.814,-82.7561,73.4,64,90,18.41,overcast clouds
604,Yatou,CN,37.15,122.3833,44.64,96,100,14.29,light rain
605,Kaohsiung,TW,22.6163,120.3133,78.01,88,20,2.3,few clouds
606,Kavaratti,IN,10.5669,72.642,83.03,61,22,11.1,few clouds
607,Tual,ID,-5.6667,132.75,83.57,70,100,10.33,moderate rain
608,Esik,KZ,43.3552,77.4525,30.2,74,40,4.47,mist
609,Roura,GF,4.7263,-52.3274,79.0,89,75,3.33,light rain
610,Itarantim,BR,-15.6597,-40.0656,87.44,51,100,7.11,overcast clouds
611,Panguna,PG,-6.3164,155.4848,68.18,95,94,1.92,overcast clouds
612,Broome,US,42.2506,-75.833,35.01,40,20,16.11,few clouds
613,Mangan,IN,27.5167,88.5333,59.16,49,28,7.4,scattered clouds
614,Yinchuan,CN,38.4681,106.2731,47.52,53,100,5.59,overcast clouds
615,Sunrise Manor,US,36.2111,-115.0731,82.0,7,1,0.4,clear sky
616,Kushmurun,KZ,52.4503,64.6311,21.56,90,100,9.26,overcast clouds
617,Gornopravdinsk,RU,60.05,69.9,32.74,94,100,8.93,overcast clouds
618,Paraiso,CR,9.8383,-83.8656,82.4,50,40,20.71,scattered clouds
619,Vardo,NO,70.3705,31.1107,32.32,72,98,7.02,snow
620,Arman,RU,59.7,150.1667,0.57,80,18,7.65,few clouds
621,Flinders,AU,-34.5833,150.8552,59.0,87,0,1.01,clear sky
622,Oni,GE,42.5794,43.4425,39.0,99,100,2.04,overcast clouds
623,Marau,BR,-28.4492,-52.2,76.77,43,67,5.08,broken clouds
624,Puerto Colombia,CO,10.9878,-74.9547,89.6,58,40,11.5,scattered clouds
625,Maniitsoq,GL,65.4167,-52.9,14.31,69,100,7.49,overcast clouds
626,Jacmel,HT,18.2342,-72.5347,84.2,74,40,14.97,scattered clouds
627,Honiara,SB,-9.4333,159.95,77.27,79,100,3.98,light rain
628,Baoqing,CN,46.3317,132.2111,49.12,62,100,15.59,overcast clouds
629,Karratha,AU,-20.7377,116.8463,80.85,51,0,8.97,clear sky
630,Tahta,EG,26.7693,31.5021,68.0,26,0,9.22,clear sky
631,Athabasca,CA,54.7169,-113.2854,42.8,36,100,8.05,overcast clouds
632,Ambon,ID,-3.6954,128.1814,77.0,94,40,3.44,scattered clouds
633,Soure,BR,-0.7167,-48.5233,82.27,70,18,6.35,few clouds
634,Mayumba,GA,-3.432,10.6554,80.46,83,100,5.5,overcast clouds
635,Chilca,PE,-12.5211,-76.7372,75.0,68,0,6.91,clear sky
636,Nungua,GH,5.6011,-0.0771,84.2,84,75,9.22,mist
637,Vidim,RU,56.4088,103.1106,29.61,87,100,10.36,overcast clouds
638,Selma,US,36.5708,-119.6121,80.01,22,1,6.91,clear sky
639,Palembang,ID,-2.9167,104.7458,75.4,92,98,4.94,light rain
640,Kargalinskaya,RU,43.7417,46.4792,49.68,63,32,11.65,scattered clouds
641,Nuevo Progreso,MX,23.1667,-97.95,73.0,59,100,4.0,overcast clouds
642,Havelock,US,34.8791,-76.9013,48.0,39,1,19.57,clear sky
643,Bilibino,RU,68.0546,166.4372,-9.65,91,100,7.2,overcast clouds
644,Sergeyevka,KZ,53.88,67.4158,24.78,82,31,14.74,scattered clouds
645,Bunia,CD,1.5667,30.25,67.21,71,100,1.97,overcast clouds
646,Vacaria,BR,-28.5122,-50.9339,75.0,18,85,3.0,overcast clouds
647,Leningradskiy,RU,69.3833,178.4167,-19.97,100,100,2.39,overcast clouds
648,Lyngdal,NO,58.1376,7.07,45.0,70,21,1.32,few clouds
649,Potosi,BO,-19.5836,-65.7531,56.7,33,92,6.2,overcast clouds
650,La Ronge,CA,55.1001,-105.2842,39.2,48,96,17.27,overcast clouds
651,Bereda,ES,43.2686,-7.5406,57.0,87,63,10.0,broken clouds
652,Desaguadero,PE,-16.5656,-69.0417,54.9,45,99,10.36,overcast clouds
653,Komoro,JP,36.3167,138.4333,43.0,88,75,1.01,broken clouds
654,Manto,HN,14.9167,-86.3833,89.6,43,20,4.61,few clouds
655,Chicama,PE,-7.8447,-79.1469,71.6,78,40,10.36,scattered clouds
656,Doha,QA,25.2867,51.5333,84.99,65,0,1.14,clear sky
657,Bushehr,IR,28.9684,50.8385,86.0,42,0,11.5,clear sky
658,Gat,IL,31.61,34.7642,57.99,100,15,6.98,few clouds
659,Whitecourt,CA,54.1502,-115.6855,35.6,55,90,5.75,overcast clouds
660,Moranbah,AU,-22.0016,148.0466,64.4,82,11,17.6,few clouds
661,Uray,RU,60.1247,64.7758,27.16,95,88,6.08,overcast clouds
662,Manjeshwar,IN,12.7194,74.8861,80.6,74,20,3.44,few clouds
663,Ormara,PK,25.2088,64.6357,83.89,45,0,15.32,clear sky
664,Kysyl-Syr,RU,63.8986,122.7617,-4.7,96,100,8.39,overcast clouds
665,Tabuk,PH,17.4189,121.4443,71.17,74,8,2.89,clear sky
666,Sukumo,JP,32.9333,132.7333,61.74,86,78,11.56,broken clouds
667,Iganga,UG,0.6092,33.4686,66.27,92,100,7.47,moderate rain
668,Taoudenni,ML,22.6783,-3.9836,94.17,6,9,6.44,clear sky
669,Puerto El Triunfo,SV,13.2833,-88.55,98.6,30,0,9.22,clear sky
670,Colwyn Bay,GB,53.2948,-3.7267,48.99,87,5,1.99,clear sky
671,Juba,SS,4.8517,31.5825,80.82,49,64,3.91,broken clouds
672,Carutapera,BR,-1.195,-46.02,83.59,74,53,7.25,broken clouds
673,Canutama,BR,-6.5339,-64.3831,84.79,75,100,3.31,overcast clouds
674,Loviisa,FI,60.4566,26.2251,33.01,92,99,3.85,overcast clouds
675,Mahanoro,MG,-19.9,48.8,74.1,73,100,4.12,overcast clouds
676,Dori,BF,14.0354,-0.0345,87.93,6,0,10.16,clear sky
677,Thornhill,GB,55.2333,-3.7667,50.0,62,0,9.22,clear sky
678,Keti Bandar,PK,24.1447,67.4497,82.49,57,0,12.37,clear sky
679,Fort-Shevchenko,KZ,44.5086,50.263,44.69,83,18,15.48,few clouds
680,Meulaboh,ID,4.1363,96.1285,76.44,83,100,4.83,overcast clouds
681,Port Blair,IN,11.6667,92.75,77.0,67,100,1.39,overcast clouds
682,Zhigansk,RU,66.7697,123.3711,-12.64,99,100,3.13,overcast clouds
683,Kardailovo,RU,51.5386,53.9042,28.96,94,100,8.1,overcast clouds
684,The Valley,AI,18.217,-63.0578,82.4,69,20,19.57,few clouds
685,Bahia Honda,CU,22.9036,-83.1592,72.34,58,66,17.4,broken clouds
686,Gaimersheim,DE,48.807,11.368,46.4,65,17,2.3,few clouds
687,Almonte,ES,37.2647,-6.5167,68.0,49,0,9.22,clear sky
688,Mustasaari,FI,63.1142,21.6822,35.6,87,0,3.44,clear sky
689,Yicheng,CN,31.3705,119.8703,53.01,99,100,1.99,overcast clouds
690,Vila Do Maio,CV,15.1333,-23.2167,82.4,32,0,19.57,clear sky
691,Bogatoye,RU,53.0601,51.3325,32.7,94,98,11.43,overcast clouds
692,Sompeta,IN,18.9333,84.6,80.62,88,88,5.53,overcast clouds
693,Can,TR,40.0333,27.0524,53.6,76,0,3.44,clear sky
694,Lompoc,US,34.6391,-120.4579,64.99,76,84,4.61,broken clouds
695,Zamora,EC,-4.0692,-78.9567,84.2,42,75,11.5,moderate rain
696,Atambua,ID,-9.1061,124.8925,72.93,92,100,6.8,overcast clouds
